problem_id,title,A,B,C,D,E,answer,count
216,马克思主义是在（），由马克思、恩格斯创立的以马克思的名字命名的无产阶级解放运动的理论体系，是全世界无产阶级的正确的科学思想的结晶，是无产阶级根本利益的科学表现。,十九世纪三十年代,十九世纪四十年代,十九世纪五十年代,"","",B,8
217,中共六大是在大革命失败后的白色恐怖下在（）召开的，是由共产国际直接控制和掌握的。,莫斯科,伦敦,柏林,"","",A,7
218,1981年中共（）通过的《关于建国以来党的若干历史问题的决议》对毛泽东思想的科学定义、主要内容及历史地位做了科学概况。,十一届三中全会,十一届五中全会,十一届六中全会,"","",C,4
219,中华人民共和国成立于（）。,1921年,1948年,1949年,"","",C,5
220,现任中共中央总书记是（）。,胡锦涛,习近平,李克强,"","",B,10
221,党的十九大报告提出，制定国家监察法依法赋予监察委员会职责权限和调查手段，用（）取代“两规措施”。,拘留,留置,羁押,"","",B,6
222,中国共产党始终代表中国先进（）的发展要求。,生产力,生产关系,文化,"","",A,11
223,中国共产党始终代表中国先进（）的前进方向。,生产力,生产关系,文化,"","",C,6
224,在毛泽东思想指引下，中国共产党领导全国各族人民，经过长期的反对帝国主义、封建主义、（）的革命斗争，取得了新民主主义革命的胜利，建立了人民民主专政的中华人民共和国。,资本主义,民族资本主义,官僚资本主义,"","",C,5
225,建国以后，我国顺利地进行了社会主义（），完成了从新民主主义到社会主义的过渡，确立了社会主义基本制度。,改造,改革,改良,"","",A,9
226,建国以后，我国顺利地进行了社会主义改造，完成了从（）到社会主义的过渡，确立了社会主义基本制度。,民主主义,旧民主主义,新民主主义,"","",C,3
227,十一届三中全会以来，以邓小平同志为主要代表的中国共产党人，总结建国以来正反两方面的经验，解放思想，实事求是，实现全党工作中心向（）的转移，实行改革开放，开辟了社会主义事业发展的新时期。,政治建设,经济建设,文化建设,"","",B,12
228,在现阶段，我国社会的（）是人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。,基本矛盾,主要矛盾,次要矛盾,"","",B,10
229,党在任何时候都把（）放在第一位。,党的利益,国家利益,群众利益,"","",C,4
230,党员如果没有正当理由，连续（）不参加党的组织生活，就被认为是自行脱党。,三个月,六个月,一年,"","",B,8
231,党的中央委员会每届任期（）年。,三,五,十,"","",B,6
232,中央委员会委员和候补委员必须有（）以上的党龄。,三年,五年,十年,"","",B,11
233,党的县（旗）、自治县、不设区的市和市辖区的委员会，每届任期五年。这些委员会的委员和候补委员必须有（）以上的党龄。,三年,五年,十年,"","",A,6
234,严重触犯刑律的党员必须（）。,撤销党内职务,留党察看,开除党籍,"","",C,5
235,对党员的纪律处分，必须经过（）讨论决定，报党的基层委员会批准。,上级党委,支部大会,支部委员会,以上都不是,"",B,10
236,对党的中央委员会和地方各级委员会的委员、候补委员，给以撤销党内职务、留党察看或开除党籍的处分，必须由本人所在的委员会全体会议（）以上的多数决定。,二分之一,三分之一,三分之二,"","",C,8
237,在中央和地方国家机关、人民团体、经济组织、文化组织和其他非党组织的领导机关中，可以成立（）。,党组,党小组,党的支部,"","",A,7
238,（）是中国共产党领导的先进青年的群众组织，是党的助手和后备军。,中国社会主义青年团,中国共产主义青年团,中国少先队,"","",B,4
239,（）是科学的世界观和方法论，是我们党的理论基础。,马克思主义,马克思主义哲学,马克思主义基本原理,"","",B,10
240,（）是我们党的立党之本、执政之基、力量之源。,毛泽东思想,邓小平理论,“三个代表”重要思想,"","",C,3
241,当前中国最大的实际是我们正处于并将长期处于（）。,社会主义阶段,社会主义初级阶段,社会主义高级阶段,"","",B,2
242,（）是党领导人民治理国家的基本方略，实施这一方略，有助于加强和改善党的领导。,依法治国,以德治国,依宪治国,"","",A,10
243,我们要不断完善社会主义市场经济体制，既充分发挥（）在资源配置中的决定性作用，又充分发挥社会主义制度的优越性。,国家,政府,市场,"","",C,6
244,"我们要不断完善社会主义市场经济体制，既充分发挥市场在资源配
置中的（）作用，又充分发挥社会主义制度的优越性。",决定性,主导性,基础性,"","",A,6
245,加强党的（）建设，就是要通过推进党的各方面建设，使党的理论和路线、方针、政策顺应时代发展的潮流和我国社会发展进步的要求，反映全国各族人民的利益和愿望。,先进性,纯洁性,阶级性,"","",A,8
246,加强党的（）建设，就是要通过推进党的各方面建设，使党的各级组织和广大党员在思想和行动上符合党的宗旨要求，保持纯粹清正的状态。,先进性,纯洁性,阶级性,"","",B,10
247,党的十八大提出了把党建设成为（）的马克思主义执政党的战略目标。,学习型、改革型、开放型,学习型、服务型、创新型,服务型、改革型、创新型,"","",B,3
248,党的十六大的一个历史性贡献，就是把“三个代表”重要思想写进了《党章》，与马列主义、毛泽东思想和邓小平理论一道作为我们党长期坚持的指导思想。同时指出，贯彻“三个代表”重要思想的核心在于（）。,坚持党的领导,坚持执政为民,坚持党的先进性,"","",C,3
249,《党纪处分条例》规定，留党察看期间，受处分党员不享有（）。,表决权、选举权、被选举权,表决权、选举权、申诉权,选举权、被选举权、申诉权,"","",A,3
250,加强和改进党的建设，一定要把思想建设、组织建设和作风建设有机结合起来，把（）贯穿其中，既立足于做好经常性工作，又抓紧解决存在的突出问题。,制度建设,理论建设,廉政建设,"","",A,6
251,务必使同志们继续地保持谦虚、谨慎、不骄、不躁的作风，务必使同志们继续地保持艰苦奋斗的作风，这“两个务必”是毛泽东同志在党的（）上提出的。,七届二中全会,七届三中全会,七届四中全会,"","",A,10
252,当前，中央提出从严治党的方针，这一方针包括下列哪项内容：（）。,要对党员特别是领导干部严格要求，讲党性,要在党内生活中讲原则，严格监督,要严格按照党章规定的标准发展党员，严肃处置不合格党员,"","",C,7
253,健全党内民主制度的基础是（）。,保障党员的民主权利,完善党的代表大会制度,完善党的委员会制度,"","",A,10
254,加强和改进党的作风建设的核心问题是（）。,开展批评和自我批评,保持党同人民群众的血肉联系,理论联系实际,"","",B,4
255,现阶段，我国进行社会主义改革和发展的前提是（）。,发展经济,社会稳定,反对腐败,"","",B,6
256,《为人民服务》是毛泽东同志在纪念（）的追悼会上的讲话。,张思德,白求恩,刘胡兰,"","",A,8
257,到（）全面建成小康社会，是我们党确定的“两个一百年”奋斗目标的第一个百年奋斗目标。,2019年,2020年,2021年,"","",B,8
258,党的十八大以来，以（）为总书记的党中央毫不动摇坚持和发展中国特色社会主义，勇于实践、善于创新，深化对共产党执政规律、社会主义建设规律、人类社会发展规律的认识，形成一系列治国理政新理念新思想新战略。,胡锦涛,习近平,李克强,"","",B,4
259,党的十八届五中全会指出我国要实施网络强国战略，实施（）行动计划，发展分享经济，实施国家大数据战略。,网络,互联网,互联网＋,"","",C,4
260,我们要加快建设资源节约型、环境友好型社会，形成人与自然和谐发展的现代化建设新格局，推进（）建设，为全球生态安全作出新贡献。,美丽中国,健康中国,生态中国,"","",A,10
261,党的十八届五中全会指出我国要坚持计划生育的基本国策，完善人口发展战略，全面实施一对夫妇可生育（）孩子政策，积极开展应对人口老龄化行动。,两个,三个,四个,"","",A,7
262,（）是中国特色社会主义最本质的特征，是社会主义法治最根本的保证。,党的领导,人民当家做主,依法治国,"","",A,9
263,党的思想路线是（）。,一切从实际出发,理论联系实际,实事求是,在实践中检验真理和发展真理,"","A,B,C,D",35
264,“一个中心”、“两个基本点”的具体表述正确的是（）。,“一个中心”是指以文明建设为中心,“两个基本点”是指坚持物质文明建设，坚持精神文明建设,“一个中心”是指以经济建设为中心,“两个基本点”是指坚持四项基本原则，坚持改革开放,"","C,D",30
